8/8/2012 18:00,201208081800,127.85,001,17.46,001,16.91,001,,010,65.15,001,,010,,010,,010,1000.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 18:30,201208081830,192.80,001,18.40,001,17.96,001,,010,59.85,001,,010,,010,,010,1000.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 19:00,201208081900,119.20,001,18.20,001,17.75,001,,010,63.14,001,,010,,010,,010,1000.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 19:30,201208081930,32.81,001,16.36,001,15.78,001,,010,71.47,001,,010,,010,,010,1000.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 20:00,201208082000,00.02,003,14.67,001,14.08,001,,010,78.40,001,,010,,010,,010,1000.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 20:30,201208082030,00.02,003,14.30,001,13.80,001,,010,76.85,001,,010,,010,,010,1001.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 21:00,201208082100,00.02,003,13.94,001,13.46,001,,010,78.30,001,,010,,010,,010,1001.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 21:30,201208082130,00.02,003,13.41,001,13.02,001,,010,80.65,001,,010,,010,,010,1001.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 22:00,201208082200,00.02,003,12.60,001,12.29,001,,010,85.10,001,,010,,010,,010,1001.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 22:30,201208082230,00.02,003,12.09,001,11.78,001,,010,86.20,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 23:00,201208082300,00.02,003,11.62,001,11.26,001,,010,87.75,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/8/2012 23:30,201208082330,00.02,003,11.58,001,11.25,001,,010,87.10,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 0:00,201208090000,00.02,003,11.05,001,10.71,001,,010,88.50,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 0:30,201208090030,00.02,003,10.50,001,10.16,001,,010,90.75,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 1:00,201208090100,00.02,003,10.18,001,09.90,001,,010,91.60,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 1:30,201208090130,00.02,003,09.98,001,09.69,001,,010,91.95,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 2:00,201208090200,00.02,003,09.81,001,09.51,001,,010,92.30,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 2:30,201208090230,00.02,003,09.36,001,09.06,001,,010,94.00,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 3:00,201208090300,00.02,003,09.37,001,09.09,001,,010,93.85,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 3:30,201208090330,00.02,003,09.13,001,08.84,001,,010,94.90,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 4:00,201208090400,00.02,003,08.91,001,08.62,001,,010,95.60,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 4:30,201208090430,00.02,003,08.67,001,08.41,001,,010,96.00,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 5:00,201208090500,07.52,001,08.59,001,08.31,001,,010,96.30,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 5:30,201208090530,27.67,001,08.82,001,08.57,001,,010,95.90,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 6:00,201208090600,41.27,001,09.09,001,08.84,001,,010,94.40,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 6:30,201208090630,63.13,001,09.59,001,09.34,001,,010,92.75,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 7:00,201208090700,85.60,001,10.06,001,09.80,001,,010,91.55,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 7:30,201208090730,129.40,001,10.60,001,10.34,001,,010,90.70,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 8:00,201208090800,274.50,001,11.35,001,11.07,001,,010,88.10,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 8:30,201208090830,426.20,001,12.26,001,12.00,001,,010,85.00,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 9:00,201208090900,303.05,001,13.32,001,13.02,001,,010,82.35,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 9:30,201208090930,393.85,001,13.55,001,13.34,001,,010,79.75,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 10:00,201208091000,469.45,001,14.35,001,14.14,001,,010,75.75,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 10:30,201208091030,324.55,001,14.29,001,14.09,001,,010,76.65,001,,010,,010,,010,1003.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 11:00,201208091100,449.75,001,15.13,001,14.88,001,,010,71.55,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 11:30,201208091130,408.00,001,15.70,001,15.51,001,,010,69.23,001,,010,,010,,010,1003.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 12:00,201208091200,510.30,001,15.85,001,15.66,001,,010,69.79,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 12:30,201208091230,707.00,001,16.52,001,16.37,001,,010,67.54,001,,010,,010,,010,1003.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 13:00,201208091300,790.00,001,17.42,001,17.31,001,,010,63.23,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 13:30,201208091330,843.00,001,18.13,001,18.07,001,,010,59.90,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 14:00,201208091400,747.50,001,18.47,001,18.34,001,,010,53.16,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 14:30,201208091430,716.00,001,18.90,001,18.78,001,,010,56.38,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 15:00,201208091500,658.35,001,19.37,001,19.22,001,,010,55.71,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 15:30,201208091530,615.50,001,19.48,001,19.26,001,,010,55.07,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 16:00,201208091600,543.00,001,19.88,001,19.63,001,,010,56.09,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 16:30,201208091630,482.90,001,19.84,001,19.58,001,,010,56.26,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 17:00,201208091700,418.35,001,19.68,001,19.39,001,,010,56.81,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 17:30,201208091730,338.35,001,19.63,001,19.32,001,,010,58.37,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 18:00,201208091800,205.30,001,18.96,001,18.64,001,,010,61.79,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 18:30,201208091830,141.55,001,18.28,001,17.93,001,,010,64.61,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 19:00,201208091900,112.65,001,18.06,001,17.73,001,,010,65.84,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 19:30,201208091930,29.36,001,16.58,001,16.17,001,,010,70.53,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 20:00,201208092000,00.02,003,15.46,001,14.99,001,,010,76.05,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 20:30,201208092030,00.02,003,14.44,001,14.08,001,,010,80.05,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 21:00,201208092100,00.02,003,14.06,001,13.77,001,,010,80.10,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 21:30,201208092130,00.02,003,13.70,001,13.41,001,,010,81.65,001,,010,,010,,010,1004.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 22:00,201208092200,00.02,003,13.10,001,12.80,001,,010,85.10,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 22:30,201208092230,00.02,003,13.12,001,12.85,001,,010,84.30,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 23:00,201208092300,00.02,003,12.94,001,12.63,001,,010,84.25,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/9/2012 23:30,201208092330,00.02,003,12.35,001,12.01,001,,010,86.70,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 0:00,201208100000,00.02,003,12.40,001,12.04,001,,010,85.90,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 0:30,201208100030,00.02,003,11.30,001,10.67,001,,010,89.80,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 1:00,201208100100,00.02,003,10.45,001,09.87,001,,010,94.25,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 1:30,201208100130,00.02,003,10.05,001,09.63,001,,010,95.40,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 2:00,201208100200,00.02,003,09.72,001,09.36,001,,010,96.75,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 2:30,201208100230,00.02,003,09.52,001,09.22,001,,010,97.65,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 3:00,201208100300,00.02,003,09.91,001,09.64,001,,010,97.00,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 3:30,201208100330,00.02,003,10.19,001,09.95,001,,010,96.20,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 4:00,201208100400,00.02,003,10.46,001,10.20,001,,010,95.60,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 4:30,201208100430,00.02,003,10.58,001,10.34,001,,010,94.95,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 5:00,201208100500,01.58,001,10.78,001,10.52,001,,010,94.60,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 5:30,201208100530,10.34,001,10.81,001,10.56,001,,010,95.80,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 6:00,201208100600,40.00,001,10.81,001,10.56,001,,010,96.10,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 6:30,201208100630,76.59,001,10.57,001,10.30,001,,010,96.25,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 7:00,201208100700,125.90,001,10.58,001,10.34,001,,010,96.40,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 7:30,201208100730,127.80,001,10.86,001,10.61,001,,010,95.70,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 8:00,201208100800,182.90,001,11.59,001,11.38,001,,010,93.60,001,,010,,010,,010,1005.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 8:30,201208100830,350.30,001,13.15,001,12.77,001,,010,88.00,001,,010,,010,,010,1006.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 9:00,201208100900,440.55,001,14.48,001,14.09,001,,010,82.25,001,,010,,010,,010,1006.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 9:30,201208100930,614.15,001,15.52,001,15.08,001,,010,78.40,001,,010,,010,,010,1005.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 10:00,201208101000,637.65,001,16.40,001,16.10,001,,010,74.35,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 10:30,201208101030,378.05,001,15.94,001,15.60,001,,010,75.65,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 11:00,201208101100,512.45,001,16.56,001,16.22,001,,010,69.27,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 11:30,201208101130,848.00,001,17.33,001,16.94,001,,010,65.96,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 12:00,201208101200,800.50,001,18.19,001,17.84,001,,010,62.53,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 12:30,201208101230,842.50,001,18.93,001,18.63,001,,010,60.44,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 13:00,201208101300,763.00,001,18.74,001,18.45,001,,010,61.35,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 13:30,201208101330,755.50,001,19.45,001,19.12,001,,010,59.22,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 14:00,201208101400,748.50,001,19.75,001,19.50,001,,010,56.90,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 14:30,201208101430,710.50,001,19.25,001,18.93,001,,010,64.07,001,,010,,010,,010,1005.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 15:00,201208101500,662.75,001,18.70,001,18.39,001,,010,65.88,001,,010,,010,,010,1004.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 15:30,201208101530,607.20,001,18.93,001,18.59,001,,010,63.59,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 16:00,201208101600,542.55,001,18.47,001,18.12,001,,010,68.79,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 16:30,201208101630,475.00,001,18.26,001,17.90,001,,010,72.50,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 17:00,201208101700,393.85,001,18.43,001,18.04,001,,010,73.25,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 17:30,201208101730,317.70,001,18.24,001,17.84,001,,010,73.45,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 18:00,201208101800,228.40,001,17.90,001,17.52,001,,010,74.10,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 18:30,201208101830,170.30,001,17.60,001,17.22,001,,010,74.40,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 19:00,201208101900,111.30,001,17.20,001,16.77,001,,010,76.50,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 19:30,201208101930,35.11,001,16.04,001,15.63,001,,010,82.60,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 20:00,201208102000,00.02,003,15.41,001,14.92,001,,010,86.00,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 20:30,201208102030,00.02,003,15.20,001,14.77,001,,010,85.15,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 21:00,201208102100,00.02,003,14.60,001,14.11,001,,010,85.80,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 21:30,201208102130,00.02,003,13.90,001,13.36,001,,010,87.75,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 22:00,201208102200,00.02,003,13.17,001,12.60,001,,010,89.60,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 22:30,201208102230,00.02,003,12.55,001,12.10,001,,010,91.60,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 23:00,201208102300,00.02,003,12.06,001,11.49,001,,010,92.65,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/10/2012 23:30,201208102330,00.02,003,11.71,001,11.22,001,,010,94.65,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 0:00,201208110000,00.02,003,11.31,001,10.78,001,,010,96.10,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 0:30,201208110030,00.02,003,10.83,001,10.33,001,,010,97.15,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 1:00,201208110100,00.02,003,10.73,001,10.12,001,,010,97.45,001,,010,,010,,010,1004.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 1:30,201208110130,00.02,003,10.02,001,09.57,001,,010,97.50,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 2:00,201208110200,00.02,003,09.65,001,09.09,001,,010,98.10,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 2:30,201208110230,00.02,003,09.58,001,09.05,001,,010,98.70,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 3:00,201208110300,00.02,003,09.18,001,08.61,001,,010,98.95,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 3:30,201208110330,00.02,003,08.89,001,08.34,001,,010,98.90,001,,010,,010,,010,1003.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 4:00,201208110400,00.02,003,08.81,001,08.30,001,,010,99.15,001,,010,,010,,010,1002.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 4:30,201208110430,00.02,003,08.51,001,08.03,001,,010,99.20,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 5:00,201208110500,07.13,001,08.38,001,07.80,001,,010,99.25,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 5:30,201208110530,19.89,001,08.22,001,07.79,001,,010,99.30,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 6:00,201208110600,31.88,001,09.10,001,08.77,001,,010,98.75,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 6:30,201208110630,43.81,001,10.75,001,10.35,001,,010,94.50,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 7:00,201208110700,189.80,001,12.21,001,11.84,001,,010,88.00,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 7:30,201208110730,285.30,001,13.41,001,13.01,001,,010,83.85,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 8:00,201208110800,448.05,001,14.13,001,13.80,001,,010,80.45,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 8:30,201208110830,464.65,001,14.56,001,14.25,001,,010,76.80,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 9:00,201208110900,457.50,001,15.06,001,14.75,001,,010,73.70,001,,010,,010,,010,1002.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 9:30,201208110930,373.50,001,15.51,001,15.17,001,,010,72.30,001,,010,,010,,010,1001.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 10:00,201208111000,481.60,001,15.81,001,15.50,001,,010,70.45,001,,010,,010,,010,1001.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 10:30,201208111030,605.40,001,16.38,001,15.99,001,,010,67.70,001,,010,,010,,010,1001.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 11:00,201208111100,579.75,001,16.32,001,15.96,001,,010,67.77,001,,010,,010,,010,1001.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 11:30,201208111130,680.20,001,16.95,001,16.56,001,,010,63.36,001,,010,,010,,010,1000.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 12:00,201208111200,499.55,001,16.78,001,16.43,001,,010,64.84,001,,010,,010,,010,1000.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 12:30,201208111230,470.35,001,16.85,001,16.44,001,,010,65.42,001,,010,,010,,010,1000.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 13:00,201208111300,446.70,001,17.14,001,16.74,001,,010,65.53,001,,010,,010,,010,1000.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 13:30,201208111330,385.60,001,17.18,001,16.79,001,,010,65.87,001,,010,,010,,010,999.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 14:00,201208111400,554.50,001,17.37,001,16.99,001,,010,65.56,001,,010,,010,,010,999.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 14:30,201208111430,617.80,001,18.13,001,17.69,001,,010,63.26,001,,010,,010,,010,999.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 15:00,201208111500,568.65,001,17.98,001,17.56,001,,010,61.88,001,,010,,010,,010,998.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 15:30,201208111530,670.10,001,18.65,001,18.22,001,,010,58.82,001,,010,,010,,010,998.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 16:00,201208111600,376.80,001,17.98,001,17.52,001,,010,61.77,001,,010,,010,,010,998.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 16:30,201208111630,272.90,001,17.43,001,17.01,001,,010,67.71,001,,010,,010,,010,997.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 17:00,201208111700,304.60,001,17.51,001,17.07,001,,010,65.40,001,,010,,010,,010,997.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 17:30,201208111730,297.80,001,17.40,001,16.94,001,,010,65.95,001,,010,,010,,010,997.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 18:00,201208111800,229.90,001,17.02,001,16.58,001,,010,70.40,001,,010,,010,,010,997.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 18:30,201208111830,132.35,001,16.49,001,16.08,001,,010,73.80,001,,010,,010,,010,997.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 19:00,201208111900,57.13,001,15.80,001,15.37,001,,010,78.15,001,,010,,010,,010,997.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 19:30,201208111930,32.39,001,15.16,001,14.71,001,,010,81.65,001,,010,,010,,010,997.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 20:00,201208112000,00.02,003,14.56,001,14.04,001,,010,84.90,001,,010,,010,,010,997.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 20:30,201208112030,00.02,003,14.32,001,13.88,001,,010,87.05,001,,010,,010,,010,997.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 21:00,201208112100,00.02,003,14.08,001,13.62,001,,010,88.65,001,,010,,010,,010,996.50,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 21:30,201208112130,00.02,003,13.74,001,13.26,001,,010,90.50,001,,010,,010,,010,996.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 22:00,201208112200,00.02,003,13.74,001,13.29,001,,010,90.60,001,,010,,010,,010,996.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 22:30,201208112230,00.02,003,13.77,001,13.32,001,,010,90.30,001,,010,,010,,010,996.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 23:00,201208112300,00.02,003,13.69,001,13.33,001,,010,90.55,001,,010,,010,,010,996.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/11/2012 23:30,201208112330,00.02,003,13.77,001,13.42,001,,010,90.15,001,,010,,010,,010,996.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/12/2012 0:00,201208120000,00.02,003,13.68,001,13.37,001,,010,88.80,001,,010,,010,,010,995.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/12/2012 0:30,201208120030,00.02,003,13.38,001,13.03,001,,010,88.75,001,,010,,010,,010,995.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/12/2012 1:00,201208120100,00.02,003,13.27,001,12.97,001,,010,87.30,001,,010,,010,,010,995.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/12/2012 1:30,201208120130,00.02,003,13.09,001,12.79,001,,010,86.25,001,,010,,010,,010,995.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/12/2012 2:00,201208120200,00.02,003,12.98,001,12.63,001,,010,85.20,001,,010,,010,,010,995.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/12/2012 2:30,201208120230,00.02,003,12.95,001,12.58,001,,010,84.50,001,,010,,010,,010,994.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
8/12/2012 3:00,201208120300,00.02,003,13.04,001,12.78,001,,010,83.15,001,,010,,010,,010,994.00,001,,010,,010,,010,,,,,,,,,,,,,,,,,,
